346, 4078, 2975
346, 2975, 4078
115, 1264, 1678
115, 490, 1678
124, 1665, 1054
424, 1197, 1678
424, 1054, 1678
274, 1056, 1665
115, 1678, 1264
115, 1678, 490
424, 1678, 1197
424, 1678, 1054
3221, 3885, 3316
475, 4120, 3316
150, 3386, 3316
2715, 3077, 3316
897, 3179, 3316
605, 3992, 2397
1857, 3992, 2276
2053, 3304, 3316
605, 2397, 3992
1017, 2397, 3316
2680, 3351, 3316
1032, 3205, 3316
2776, 3316, 3885
475, 3316, 4120
150, 3316, 3386
2728, 3316, 3077
897, 3316, 3179
2053, 3316, 3304
1017, 3316, 2397
2545, 3316, 3351
1032, 3316, 3205
1962, 3316, 2276
1842, 2276, 3992
1962, 2276, 3316
214, 3533, 3878
482, 3533, 3646
201, 3878, 3533
448, 3646, 3533
603, 1218, 1074
150, 1525, 1074
302, 1538, 1074
454, 302, 1074
603, 1074, 1218
150, 1074, 1525
302, 1074, 1538
454, 1074, 302
325, 1074, 502
449, 1074, 1335
150, 1074, 4317
439, 1074, 1273
325, 502, 1074
449, 1335, 1074
150, 4317, 1074
439, 1273, 1074
1166, 3370, 3393
951, 3370, 3395
1019, 3375, 3393
793, 3375, 3395
1407, 3375, 3386
1020, 3375, 3400
1000, 3375, 3382
1429, 3375, 3399
1166, 3393, 3370
1019, 3393, 3375
927, 3393, 3371
300, 3393, 3395
150, 3393, 3404
726, 3393, 4120
825, 3393, 3386
402, 3393, 3179
482, 3393, 4085
501, 3393, 3384
1331, 3393, 3382
483, 3393, 3378
933, 3393, 4033
424, 3393, 3387
746, 3393, 3388
452, 3393, 3373
1056, 3393, 3364
1126, 3393, 3406
300, 3393, 3361
749, 3393, 4030
952, 3393, 3374
842, 3393, 4108
929, 3393, 3368
517, 3393, 3369
866, 3393, 3399
874, 3393, 3376
1404, 3393, 3379
927, 3371, 3393
839, 3371, 3395
890, 3371, 3385
1248, 3371, 3382
150, 3371, 4144
659, 3371, 6392
1286, 3371, 3383
951, 3395, 3370
835, 3395, 3375
300, 3395, 3393
839, 3395, 3371
710, 3395, 4120
450, 3395, 6345
774, 3395, 3389
1246, 3395, 3386
1284, 3395, 3077
192, 3395, 3179
576, 3395, 3930
534, 3395, 4085
734, 3395, 3384
1201, 3395, 3382
894, 3395, 3394
560, 3395, 3378
672, 3395, 4033
300, 3395, 3339
778, 3395, 3388
504, 3395, 3373
1293, 3395, 3364
1166, 3395, 3406
642, 3395, 4144
430, 3395, 6347
740, 3395, 4030
1211, 3395, 3374
859, 3395, 3390
1244, 3395, 4108
906, 3395, 3368
833, 3395, 3369
865, 3395, 3399
574, 3395, 6392
983, 3395, 3376
1265, 3395, 3379
814, 3395, 3383
150, 3404, 3393
1582, 3404, 3386
450, 3404, 3400
738, 3404, 4108
890, 3385, 3371
689, 3385, 3379
726, 4120, 3393
710, 4120, 3395
