0,91
1,91
2,136
3,136
4,10
5,10
6,10
7,10
8,136
9,136
10,10
11,10
12,11
13,11
14,11
15,11
16,11
17,11
18,11
19,11
20,11
21,11
22,11
23,11
24,11
25,11
26,11
27,11
28,11
29,11
30,11
31,11
32,11
33,11
34,11
35,11
36,167
37,167
38,167
39,167
40,11
41,11
42,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
50,11
51,11
52,11
53,11
54,11
55,11
56,12
56,11
57,12
57,11
57,13
58,12
59,12
60,11
61,11
62,11
63,11
64,12
64,11
65,12
66,10
66,12
67,13
68,11
69,10
70,11
70,10
71,12
72,12
73,10
74,10
74,11
75,10
75,12
76,10
77,10
78,10
79,10
80,12
80,10
80,11
81,11
81,10
82,13
83,11
84,11
85,12
86,10
87,12
88,11
89,10
90,10
91,10
91,12
92,11
93,11
94,11
95,11
96,10
97,12
98,12
98,11
98,13
99,12
100,13
101,11
102,12
103,11
104,12
105,11
105,10
106,11
107,12
108,12
109,12
110,12
111,11
112,11
113,10
114,10
115,13
116,10
116,11
117,10
117,11
118,13
118,12
118,11
119,12
119,13
120,13
121,11
122,12
123,11
123,12
124,12
125,12
126,12
127,10
128,10
128,13
129,11
130,10
131,11
131,10
132,11
133,11
134,11
135,11
136,12
137,11
138,10
139,10
140,12
141,11
142,12
143,11
144,12
145,11
146,11
146,10
147,10
147,11
148,11
149,11
150,11
151,11
152,11
153,11
154,12
155,12
156,11
157,11
158,12
159,12
160,10
161,12
162,11
162,12
163,12
164,12
165,12
166,12
167,12
168,12
169,12
170,12
171,11
172,10
173,12
174,10
175,12
176,11
177,10
177,11
178,11
179,11
180,10
181,11
182,11
183,11
184,11
185,11
186,11
187,11
188,11
189,11
190,11
191,11
192,12
193,12
194,11
195,11
196,12
197,11
198,10
198,12
199,10
200,12
201,12
202,10
203,10
204,13
205,10
206,12
207,12
208,12
209,11
210,12
211,12
212,10
213,10
213,11
214,10
215,11
216,11
217,10
218,10
218,11
219,11
220,12
221,10
221,12
221,11
222,12
222,11
222,13
223,11
223,10
224,13
224,12
225,11
226,11
227,13
228,12
229,12
230,13
231,11
232,12
233,12
234,13
235,11
236,12
237,12
238,11
239,12
240,11
241,12
242,12
243,11
244,11
244,12
245,12
246,11
247,12
248,12
249,12
250,11
250,12
251,11
252,12
253,11
254,11
255,10
256,12
257,11
258,12
259,12
260,12
261,10
262,11
263,12
264,11
265,11
266,10
266,13
267,10
268,10
269,11
270,12
271,11
272,12
273,10
274,10
275,12
276,12
277,10
278,11
278,10
279,10
280,12
281,11
282,11
283,10
284,10
285,12
286,11
287,11
288,10
289,13
290,163
291,163
292,122
293,122
294,4
295,4
296,4
297,4
298,8
299,8
300,4
301,8
302,8
303,8
304,4
305,8
306,71
307,71
308,71
309,71
309,69
310,69
311,71
312,71
312,69
313,69
314,69
315,69
316,45
317,11
318,11
319,11
320,11
321,11
322,11
323,11
324,11
325,11
326,11
327,11
328,11
329,11
330,11
331,11
332,11
333,11
334,11
335,11
336,11
337,11
338,11
339,11
340,11
341,11
342,11
343,11
344,11
345,11
345,10
346,10
347,10
348,88
349,88
350,88
351,88
352,10
353,10
354,11
355,11
355,10
356,11
356,10
357,10
358,10
359,10
359,11
360,10
361,88
362,88
363,10
364,88
365,88
365,10
366,10
367,10
368,10
368,88
369,88
370,10
370,11
370,88
371,88
372,10
372,88
373,10
373,88
374,10
375,88
376,10
377,11
378,11
378,10
379,10
380,10
380,11
380,88
381,10
382,10
383,10
384,10
384,11
385,10
385,11
386,10
386,88
387,11
387,10
388,11
388,10
389,10
389,11
390,10
390,11
391,10
392,10
393,10
393,88
394,10
394,11
395,10
395,11
396,11
396,10
397,10
397,11
397,88
398,10
399,10
400,11
401,10
401,11
402,10
402,11
403,10
404,10
404,11
405,10
406,10
406,11
407,11
407,10
408,10
408,11
409,88
410,11
410,10
411,10
412,88
413,10
414,10
415,10
416,10
417,10
418,88
419,88
420,11
420,10
421,88
422,88
423,88
424,88
425,88
426,10
427,11
428,88
429,88
430,88
430,11
431,11
432,88
433,10
433,11
434,11
434,10
435,88
436,10
437,10
437,11
438,10
439,10
439,11
440,10
440,11
441,10
442,10
443,10
444,10
445,88
446,88
447,10
448,10
449,10
450,10
451,10
452,10
453,10
454,10
455,10
456,10
457,10
458,10
459,10
460,88
461,88
462,10
463,88
464,88
465,88
466,10
466,88
467,10
467,88
468,10
469,10
470,10
471,88
472,10
473,10
473,88
474,88
475,88
476,10
476,88
477,10
478,10
479,88
480,10
481,88
482,10
483,10
484,10
484,88
485,88
486,10
486,88
487,10
487,88
488,10
488,88
489,10
490,11
490,10
491,10
492,10
493,10
494,10
495,10
496,11
496,10
497,11
498,10
499,10
500,10
500,11
501,10
501,88
502,10
502,11
503,10
503,11
504,10
504,11
505,10
506,10
507,88
508,88
509,88
510,10
511,88
512,10
512,88
513,88
513,11
514,10
515,10
515,88
516,88
516,10
517,10
517,11
518,10
519,10
520,10
521,10
521,11
522,10
523,10
524,88
525,11
525,10
526,11
527,10
528,10
529,10
529,11
530,11
531,10
531,11
531,88
532,88
533,88
534,10
535,10
536,11
537,10
537,11
538,10
539,10
540,10
541,10
542,10
542,11
543,10
543,11
544,10
545,10
546,10
546,11
547,10
548,10
549,10
550,11
550,10
551,10
552,10
552,11
553,10
554,88
554,10
555,10
555,88
556,10
556,88
557,10
558,10
558,11
559,10
560,10
561,10
561,88
562,10
563,10
564,10
564,11
565,10
566,88
566,10
567,10
568,10
568,11
569,10
570,10
570,11
571,10
572,11
572,10
572,88
573,10
573,11
573,88
574,88
575,10
575,11
576,10
577,10
578,10
579,10
580,11
580,10
581,10
582,10
583,10
584,10
585,10
586,10
586,11
587,10
588,11
589,10
590,10
590,11
590,88
591,10
591,11
592,11
592,10
593,11
593,10
594,10
595,10
595,88
596,10
596,11
597,10
598,10
598,88
599,10
599,11
599,88
600,10
600,11
601,88
602,88
603,11
603,10
604,10
604,88
605,11
606,11
607,11
608,11
609,13
610,10
611,11
612,11
613,13
614,11
615,11
616,10
617,11
618,11
619,11
620,11
621,13
622,10
623,11
624,11
625,13
626,11
627,11
628,10
629,11
630,11
631,11
632,11
633,11
634,11
635,13
635,11
636,11
637,11
638,11
639,11
640,11
641,11
642,11
643,11
644,11
644,13
645,11
646,11
647,11
648,11
649,11
650,11
651,11
652,11
653,11
654,11
655,11
656,11
657,11
658,11
659,11
660,11
661,11
662,11
663,11
664,11
665,11
666,11
667,11
668,11
669,11
670,11
671,11
672,11
673,11
674,11
675,11
676,11
677,11
678,11
679,11
680,11
681,11
682,11
683,11
684,11
685,11
686,11
687,53
688,53
689,53
690,53
691,11
692,11
693,45
694,45
695,45
696,45
697,45
698,45
699,45
700,45
701,45
702,45
703,45
704,45
705,45
706,45
707,45
708,45
709,45
710,45
711,11
712,11
713,11
714,11
715,91
716,91
717,69
718,69
719,69
720,69
721,69
722,69
723,69
724,69
725,69
726,69
727,11
727,53
727,45
728,10
728,12
729,53
730,12
731,53
732,53
733,12
733,10
734,12
735,12
735,45
736,45
737,45
738,45
739,53
740,53
741,53
742,12
743,53
744,10
745,10
746,45
747,11
747,53
747,45
748,53
749,53
750,12
750,45
751,53
752,53
753,45
754,45
754,12
755,53
756,45
757,10
757,12
758,53
759,53
759,45
759,12
760,53
761,12
761,45
762,53
763,12
764,53
764,45
764,12
765,53
766,45
766,12
767,10
768,45
769,12
770,53
771,53
772,45
773,45
774,10
774,12
775,12
776,12
776,10
777,10
778,12
778,10
779,10
780,10
781,10
782,12
783,10
784,12
785,12
786,10
787,12
788,45
789,10
790,53
791,53
792,53
792,45
793,10
794,53
795,12
796,53
796,45
797,12
798,11
799,53
800,45
801,45
802,12
803,12
804,10
805,45
806,45
807,53
807,45
807,11
808,12
809,12
810,53
811,12
812,53
813,11
814,11
815,12
816,11
817,11
818,11
819,11
820,12
821,11
822,11
823,11
824,11
825,11
826,11
827,11
828,11
829,11
830,11
831,11
832,11
833,11
834,11
835,11
836,11
837,11
838,11
839,11
840,11
841,11
842,11
843,11
844,11
845,11
846,11
847,11
848,11
849,11
850,11
851,11
852,11
853,11
854,11
855,11
856,11
857,11
858,11
859,11
860,11
861,11
862,11
863,11
864,11
865,11
866,11
867,11
868,11
869,11
870,11
871,11
872,11
873,11
874,11
875,11
876,11
877,11
878,11
879,11
880,11
881,11
882,11
883,11
884,11
885,11
886,11
887,11
888,11
889,11
890,11
891,11
892,11
893,11
894,11
895,11
896,11
897,11
898,11
899,11
900,11
901,11
902,11
903,11
904,11
905,11
906,11
907,11
908,11
909,11
910,11
911,11
912,11
913,11
914,11
915,11
916,11
917,11
918,11
919,11
920,11
921,11
922,11
923,11
924,11
925,93
927,93
928,93
929,93
930,93
932,93
933,93
934,93
935,93
936,93
937,36
937,135
937,113
938,135
938,36
938,113
939,54
939,11
940,54
940,11
941,54
941,11
942,54
943,54
944,54
945,54
946,55
946,54
947,54
948,11
948,54
949,53
949,177
949,54
949,55
950,53
951,54
951,53
952,53
953,55
953,4
953,53
954,54
954,11
955,54
956,54
956,55
957,53
957,177
957,55
957,54
958,14
958,15
959,54
959,53
960,54
961,55
961,54
962,55
962,54
962,53
963,54
964,54
965,75
966,55
967,14
968,72
969,54
970,75
971,53
971,54
972,54
973,72
974,45
975,55
975,54
976,54
977,15
977,14
978,15
979,15
980,14
980,15
981,53
982,53
982,54
983,53
984,53
985,54
986,55
986,54
987,53
988,53
989,54
989,11
990,54
991,53
991,54
992,55
992,53
992,54
993,15
994,53
995,53
996,54
997,54
998,14
998,75
999,15
999,53
1000,75
1001,54
1001,53
1002,54
1003,54
1004,54
1005,54
1006,54
1007,54
1008,15
1009,75
1010,14
1010,75
1011,55
1012,14
1013,53
1014,72
1015,15
1015,53
1016,53
1017,54
1018,54
1019,75
1020,75
1021,54
1022,4
1022,55
1022,53
1022,54
1023,53
1023,54
1024,53
1025,53
1026,54
1027,54
1028,72
1028,69
1029,45
1030,55
1030,54
1031,54
1032,54
1033,54
1034,14
1034,15
1035,51
1036,12
1036,11
1037,11
1037,12
1038,114
1039,12
1039,11
1040,11
1041,53
1042,12
1042,11
1043,11
1043,12
1044,11
1045,11
1046,12
1047,11
1048,12
1048,114
1048,11
1049,11
1050,11
1051,11
1052,12
1052,11
1053,11
1054,11
1055,11
1056,11
1057,11
1058,11
1059,11
1060,177
1060,52
1061,11
1061,114
1062,14
1063,11
1064,11
1064,114
1065,11
1065,12
1065,114
1066,114
1067,11
1068,11
1069,11
1070,11
1071,12
1071,11
1072,11
1072,12
1073,114
1074,11
1075,12
1075,11
1076,11
1077,11
1078,53
1079,12
1079,11
1080,11
1081,11
1082,11
1083,11
1084,11
