0,4078,2975
1,2975,4078
2,1264,1678
3,490,1678
4,1665,1054
5,1197,1678
6,1054,1678
7,1056,1665
8,1678,1264
9,1678,490
10,1678,1197
11,1678,1054
12,3885,3316
13,4120,3316
14,3386,3316
15,3077,3316
16,3179,3316
17,3992,2397
18,3992,2276
19,3304,3316
20,2397,3992
21,2397,3316
22,3351,3316
23,3205,3316
24,3316,3885
25,3316,4120
26,3316,3386
27,3316,3077
28,3316,3179
29,3316,3304
30,3316,2397
31,3316,3351
32,3316,3205
33,3316,2276
34,2276,3992
35,2276,3316
36,3533,3878
37,3533,3646
38,3878,3533
39,3646,3533
40,1218,1074
41,1525,1074
42,1538,1074
43,302,1074
44,1074,1218
45,1074,1525
46,1074,1538
47,1074,302
48,1074,502
49,1074,1335
50,1074,4317
51,1074,1273
52,502,1074
53,1335,1074
54,4317,1074
55,1273,1074
56,3370,3393
57,3370,3395
58,3375,3393
59,3375,3395
60,3375,3386
61,3375,3400
62,3375,3382
63,3375,3399
64,3393,3370
65,3393,3375
66,3393,3371
67,3393,3395
68,3393,3404
69,3393,4120
70,3393,3386
71,3393,3179
72,3393,4085
73,3393,3384
74,3393,3382
75,3393,3378
76,3393,4033
77,3393,3387
78,3393,3388
79,3393,3373
80,3393,3364
81,3393,3406
82,3393,3361
83,3393,4030
84,3393,3374
85,3393,4108
86,3393,3368
87,3393,3369
88,3393,3399
89,3393,3376
90,3393,3379
91,3371,3393
92,3371,3395
93,3371,3385
94,3371,3382
95,3371,4144
96,3371,6392
97,3371,3383
98,3395,3370
99,3395,3375
100,3395,3393
101,3395,3371
102,3395,4120
103,3395,6345
104,3395,3389
105,3395,3386
106,3395,3077
107,3395,3179
108,3395,3930
109,3395,4085
110,3395,3384
111,3395,3382
112,3395,3394
113,3395,3378
114,3395,4033
115,3395,3339
116,3395,3388
117,3395,3373
118,3395,3364
119,3395,3406
120,3395,4144
121,3395,6347
122,3395,4030
123,3395,3374
124,3395,3390
125,3395,4108
126,3395,3368
127,3395,3369
128,3395,3399
129,3395,6392
130,3395,3376
131,3395,3379
132,3395,3383
133,3404,3393
134,3404,3386
135,3404,3400
136,3404,4108
137,3385,3371
138,3385,3379
139,4120,3393
140,4120,3395
141,4120,3386
142,4120,3387
143,6345,3395
144,3389,3395
145,3386,3375
146,3386,3393
147,3386,3395
148,3386,3404
149,3386,4120
150,3386,3394
151,3386,3368
152,3386,3369
153,3077,3395
154,3179,3393
155,3179,3395
156,3400,3375
157,3400,3404
158,3400,4085
159,3400,3387
160,3400,3388
161,3400,6347
162,3400,4108
163,3400,3368
164,3400,6392
165,3400,3376
166,3400,3379
167,3930,3395
168,4085,3393
169,4085,3395
170,4085,3400
171,4085,3372
172,3384,3393
173,3384,3395
174,3384,3382
175,3384,3387
176,3382,3375
177,3382,3393
178,3382,3371
179,3382,3395
180,3382,3384
181,3382,3394
182,3382,3387
183,3382,3388
184,3382,3390
185,3382,4108
186,3382,2276
187,3382,3379
188,3382,3383
189,3394,3395
190,3394,3386
191,3394,3382
192,3394,3378
193,3394,4030
194,3394,6392
195,3372,4085
196,3372,6347
197,3372,4030
198,3378,3393
199,3378,3395
200,3378,3394
201,3378,3368
202,4033,3393
203,4033,3395
204,3339,3395
205,3387,3393
206,3387,4120
207,3387,3400
208,3387,3384
209,3387,3382
210,3387,4144
211,3387,4030
212,3388,3393
213,3388,3395
214,3388,3400
215,3388,3382
216,3388,4030
217,3373,3393
218,3373,3395
219,3373,3205
220,3373,3376
221,3364,3393
222,3364,3395
223,3406,3393
224,3406,3395
225,3205,3373
226,4144,3371
227,4144,3395
228,4144,3387
229,4144,3369
230,4144,156
231,6347,3395
232,6347,3400
233,6347,3372
234,3361,3393
235,4030,3393
236,4030,3395
237,4030,3394
238,4030,3372
239,4030,3387
240,4030,3388
241,4030,4108
